product_id,product_name,category,subcategory,brand,price,cost_price,discount_range,rating_average,rating_count,stock_quantity,product_launch_date,product_type,return_rate_baseline
PROD10523,"Bala, Smart Home Decor",Home & Kitchen,Home Decor,"Bala,",1010.0,755.92,10-25%,4.3,4,141,2025-11-20,Budget,0.0619
PROD10524,Iyengar Basic Makeup,Beauty,Makeup,Iyengar,710.0,438.72,5-20%,3.5,372,2084,2025-09-20,Budget,0.0362
PROD10525,Madan-Kanda Ultra Travel Bag,Bags,Travel Bags,Madan-Kanda,1600.0,1043.1,20-35%,4.2,233,2754,2023-11-13,Budget,0.1179
PROD10526,Gupta-Chandra Ultra Living Room,Furniture,Living Room,Gupta-Chandra,13080.0,9820.97,0-15%,3.4,177,1382,2024-05-21,Standard,0.0881
PROD10527,Behl-Chanda Compact Camera,Electronics,Cameras,Behl-Chanda,16480.0,13310.83,0-15%,4.1,307,921,2023-11-27,Budget,0.0698
PROD10528,"Kade, Deluxe Charger",Mobile Accessories,Chargers,"Kade,",240.0,154.28,25-40%,4.3,135,412,2023-04-16,Standard,0.0467
PROD10529,Karpe Smart Beverage,Grocery,Beverages,Karpe,120.0,105.81,30-45%,3.4,39,286,2025-04-19,Standard,0.0082
PROD10530,Pant-Kadakia Compact Large Appliance,Appliances,Large Appliances,Pant-Kadakia,3160.0,2695.75,0-15%,3.1,5,612,2024-05-19,Budget,0.1049
PROD10531,"Yohannan, Compact Tablet",Electronics,Tablets,"Yohannan,",3130.0,2767.69,15-30%,3.5,126,570,2023-11-23,Budget,0.1178
PROD10532,Dave Smart Screen Guard,Mobile Accessories,Screen Guards,Dave,220.0,142.27,25-40%,4.2,17,1753,2025-06-17,Standard,0.0511
PROD10533,"Yadav, Essential Headphone",Electronics,Headphones,"Yadav,",6750.0,5920.16,10-25%,4.3,17,1051,2025-06-19,Premium,0.0965
PROD10534,"Yadav, Deluxe Staple",Grocery,Staples,"Yadav,",230.0,183.23,20-35%,3.9,38,2236,2025-02-26,Premium,0.011
PROD10535,Naik Signature Non-Fiction,Books,Non-Fiction,Naik,890.0,652.71,20-35%,4.5,228,2383,2025-07-03,Standard,0.0175
PROD10536,Pant-Kadakia Pro Makeup,Beauty,Makeup,Pant-Kadakia,700.0,473.26,5-20%,4.1,37,1934,2025-08-28,Standard,0.0489
PROD10537,Mody-Kari Signature Wallet,Bags,Wallets,Mody-Kari,1400.0,831.32,5-20%,3.8,18,2209,2024-09-22,Standard,0.128
PROD10538,Sabharwal-Kothari Advanced Comic,Books,Comics,Sabharwal-Kothari,260.0,215.18,0-15%,4.0,71,2485,2024-05-01,Standard,0.0162
PROD10539,"Bhat, Pro Travel Bag",Bags,Travel Bags,"Bhat,",1150.0,763.15,20-35%,3.8,3,2902,2025-11-06,Standard,0.0922
PROD10540,Rai Everyday Soft Toy,Toys,Soft Toys,Rai,200.0,143.19,15-30%,4.2,40,916,2025-04-24,Premium,0.0822
PROD10541,Mangal-Sampath Deluxe Children's Book,Books,Children's Books,Mangal-Sampath,150.0,117.78,0-15%,3.3,307,141,2023-10-21,Standard,0.0166
PROD10542,"Mital, Compact Skincare",Beauty,Skincare,"Mital,",2510.0,1505.31,20-35%,4.3,6,532,2025-03-28,Standard,0.0688
PROD10543,Kalla-Bhardwaj Everyday Staple,Grocery,Staples,Kalla-Bhardwaj,1400.0,1128.14,5-20%,3.5,28,668,2024-04-21,Standard,0.0123
PROD10544,Kale Premium Home Decor,Home & Kitchen,Home Decor,Kale,2090.0,1638.57,30-45%,4.1,45,1067,2024-08-14,Standard,0.0805
PROD10545,Ray Classic Phone Case,Mobile Accessories,Phone Cases,Ray,500.0,333.08,30-45%,4.7,11,1095,2024-08-08,Standard,0.07
PROD10546,Wali-Nadig Compact Staple,Grocery,Staples,Wali-Nadig,470.0,380.52,5-20%,4.7,22,2230,2023-10-26,Budget,0.0104
PROD10547,Mody-Kari Signature Ayurveda,Health & Wellness,Ayurveda,Mody-Kari,1210.0,887.73,20-35%,3.9,26,28,2025-01-06,Standard,0.0349
PROD10548,Chanda Everyday Kids Wear,Fashion,Kids Wear,Chanda,700.0,431.96,20-35%,4.5,163,2985,2025-07-09,Standard,0.2242
PROD10549,"Sunder, Smart Medical Device",Health & Wellness,Medical Devices,"Sunder,",860.0,625.0,25-40%,4.0,125,231,2023-12-16,Standard,0.0382
